"Active.Material....","Solid.Content....","Comma.Gap..μm.","σ..mg.cm2.","σ..μm.","σ1..mg.cm2..Perpendicular","σ1..μm..Perpendicular","σ2..mg.cm2..Perpendicular","σ2..μm..Perpendicular","σ3..mg.cm2..Perpendicular","σ3..μm..Perpendicular","σ1..mg.cm2..Direction","σ1..μm..Direction","σ2..mg.cm2..Direction","σ2..μm..Direction","σ3..mg.cm2..Direction","σ3..μm..Direction"
96,0.71,400,0.00763487689994099,0.00898624471703224,0.00824350031705769,0.00801211431857375,0.00554897306054412,0.00709862849999933,0.00258357669864582,0.00607890227146881,0.00609700869819352,0.00572281063457439,0.00381619127860657,0.00601793005265147,0.0102662368509114,0.0129443855946275
96,0.71,200,0.0124477898763884,0.0113696495893425,0.00833159776456857,0.00558659217877095,0.0116152608955895,0.0124919998743005,0.0130469659023927,0.0108183853983767,0.0156695194040227,0.00853366051202205,0.0139642010030643,0.015890040026664,0.00477588205360915,0.00648708167628793
96,0.71,300,0.0128878615227563,0.0093047801342934,0.0151466845479104,0.0100139063126279,0.0121055308979947,0.00607627167798856,0.0085523597411976,0.0062861120644113,0.00738545948536513,0.00473237925565267,0.0139517033905699,0.0100139063126279,0.0121579334958006,0.00993193709315214
96,0.71,50,0.0489441349610497,0.0277777777777778,0.0401088426457362,0.0344741298414189,0.0565828062603809,0.0160375074774896,0.0188811656868819,0.0215144398824218,0.0499122316406204,0.0340150671524904,0.0388933981768915,0.0215144398824218,0.0469798657718121,0.0104003161744176
96,0.67,100,0.0408412925358676,0.0161683939918107,0.0333742515439331,0.00692281107585074,0.0422183258787968,0.0224003381208631,0.0327689699487481,0.013718208450919,0.0421051617364543,0.0175674698670888,0.0340925162488758,0.0106916716516597,0.043000026911392,0.0166723368641935
96,0.67,75,0.0710720773859097,0.0215524624337329,0.116023319508947,0.0164416763051455,0.0286766068559075,0.0203483965809078,0.0196421790022236,0.0159719141249985,0.105205446120249,0.0231159719762919,0.0341264938516977,0.0125510928084701,0.0309477500986574,0.0262819851598575
96,0.67,400,0.00945569792478041,0.00776277466135673,0.00769571655033715,0.00700961748432536,0.00410470640939228,0.00230285064624077,0.00532028067306824,0.00463914518153483,0.00611571821772362,0.00426381140187969,0.0090919644411125,0.00857194516760429,0.0116803206201616,0.00862577763542895
96,0.67,200,0.0169130034867166,0.0133608653102576,0.00652601005663685,0.00770673948713581,0.0191772354679891,0.0118357194776947,0.0184511300900393,0.012633152415253,0.0161074714316194,0.0111111111111111,0.0171499583978171,0.0139614081596043,0.0066216773688523,0.00863008605453077
96,0.67,300,0.0182828251646121,0.00593121479442915,0.0241340319476036,0.00549015396220727,0.00939867344347363,0.00373143420151212,0.0077704041888632,0.00398406374501992,0.0233070217855449,0.0037512296084167,0.0158344274860909,0.00762890125702261,0.00974250835626369,0.00546106705379823
96,0.67,50,0.0733481666378671,0.0226244343891403,0.0376584951547868,0.0129744363520467,0.101283438414698,0.025712973861329,0.042783260137345,0.0133333333333333,0.0212884122759226,0.0128564869306645,0.0831890330807704,0.0156040613294493,0.0899507717974617,0.0329416737071517
94,0.6,100,0.0231628606820247,0.0165359456941537,0.0139275766016713,0.0108934013054646,0.0249649126228665,0.0213833433033195,0.00899780773604634,0,0.0255457947524682,0.0130066423521062,0.0232312938604047,0.0142759367444107,0.020418600542471,0.0175678703400384
94,0.6,75,0.0358592771222366,0.0137264032090478,0.0300991657455591,0.00773725943771554,0.0384401126125906,0.00975319698188341,0.0191990653196185,0.00790130027385085,0.0293721295295085,0.0142668014727255,0.0330660969508098,0.00988960533128039,0.0365603429868487,0.0143662216920476
94,0.6,400,0.007582317252337,0.00635383639771929,0.00585013017383748,0.00453563484279876,0.00260638490401211,0.0049484641268347,0.0076432498132647,0.00585582328902959,0.00910142411978131,0.00651385985496729,0.00580447806346726,0.00453563484279876,0.00668864373025839,0.0067138153650919
94,0.6,200,0.012328966322781,0.00978489904187084,0.00553424739622544,0.00539776168844693,0.0156096016757462,0.00656079851351847,0.00251623418595613,0.00546028402460655,0.0146930656754905,0.00427546458412962,0.0120383649759587,0.00938501817158306,0.00873902227923561,0.0127775312999988
94,0.6,300,0.0116815015070166,0.00711223470716288,0.0131541518245684,0.00728709716797633,0.00703077864185291,0.00298540450934551,0.00603958988362445,0,0.0114252098665335,0.00806451612903226,0.0125359650958279,0.00553436996727203,0.0100586390501578,0.00724786649681629
94,0.6,50,0.0299888752897323,0.0233603718165307,0.0283272758337764,0.0126582278481013,0.0288661529074146,0.0118841475829672,0.018403918453638,0.0290398438636336,0.026000790436044,0.0362618862146947,0.0162218465760535,0.0119848606980771,0.0298877266454032,0.0119848606980771
94,0.58,100,0.0152925458296803,0.00831271295487431,0.00771057923275788,0.00679655920212702,0.0184153794842773,0.00900900900900901,0.0107302371106501,0,0.0159161744824393,0.00675549237915344,0.0124873239953353,0.00675549237915344,0.0166327548546228,0.0104972776216296
94,0.58,75,0.0188899597726449,0.0132311714644958,0.0202702702702702,0.0146729737566465,0.015197173752777,0.0145692778290377,0.0190756418261403,0.00795753728647612,0.0218537989793923,0.00995925043924715,0.00774966804281368,0.00790130027385085,0.0207826562129517,0.0101741982904539
94,0.58,400,0.0069922002679253,0.00613041254969099,0.00651819724285646,0.00554599877150824,0.00547139233870793,0.00500918147808421,0.00265447960402934,0.00309597523219814,0.00514389147821645,0.00554599877150824,0.00695559793475083,0.00658080599941711,0.00814851701399419,0.00580785857237411
94,0.58,200,0.0103042853046855,0.00942825047713017,0.00562276581593034,0.00762126733016204,0.00981230805584258,0.00843936592072899,0.0033775692284452,0.00417956631308372,0.0117070659136846,0.0105145989767516,0.0100401715420904,0.00762126733016203,0.00873603130418962,0.00907218423253029
94,0.58,300,0.0106620860628615,0.00890157273792816,0.00796626026514042,0.00613463948454597,0.00837470132702358,0.00756859373720425,0.00561272206046514,0.00376120628290717,0.0107975095869276,0.00717065886436019,0.0113568906136454,0.00608575789502768,0.00850993716748592,0.0118624295888583
94,0.58,50,0.024790110615297,0.0129252484248543,0.0164830721884315,0.012987012987013,0.026068373965968,0.012987012987013,0.0288032919929238,0.0122975092380269,0.033109284515186,0.0122975092380269,0.0166663011816132,0,0.0209179182528972,0
94,0.68,100,0.0216135187288083,0.00742879726744116,0.0159875722776692,0,0.0232103541274263,0.0099009900990099,0.0245053426999956,0,0.0152490884340397,0.00742879726744116,0.0161683939918107,0.00742879726744116,0.0230792966845568,0.00742879726744116
94,0.68,75,0.0221056020338441,0.0113799531146642,0.0227711241651285,0,0.0171627859511298,0.010752688172043,0.0203682316090404,0.0103227267326503,0.0154292150299587,0.00807244757220141,0.0209152684988898,0.0125510928084701,0.0254622959322374,0.0125510928084701
94,0.68,400,0.0104032122962919,0.0094932403243448,0.0127420437238466,0.0134594192204563,0.00345850932508982,0.00323624595469256,0.00709219858156028,0.00306770837824966,0.0129411776428176,0.0104257207028537,0.00990849474730915,0.00894382999049384,0.00739769374134528,0.00873484046402877
94,0.68,200,0.0102203283793766,0.00725463033292553,0.00480400879792082,0.005702474041827,0.00983362239845853,0.00826273672468469,0.00839965910322203,0.005702474041827,0.0100250388902137,0.00453563484279876,0.00299071659852045,0.00448109815130218,0.0133734614766732,0.00448109815130218
94,0.68,300,0.00772928040957391,0.00490665951152656,0.00678318704933932,0.00583183256805893,0.00884262127657041,0.00316275527227693,0.0052476297482637,0.00401765216583266,0.0091409016645492,0.00633447019121753,0.00622438485560924,0.00425531914893617,0.00591580041196476,0.00316275527227693
94,0.68,50,0.0584881012528676,0.013953488372093,0.0474050736845326,0.0104003161744176,0.0460656419959198,0.0160375074774896,0.0719276715887197,0.013216949181057,0.0358218524031772,0.0103044607258055,0.0840236688383355,0.013216949181057,0.0380295176806535,0.013216949181057
94,0.63,100,0.0345088683950323,0.0164728198201084,0.00490899253157198,0.00878393517001922,0.0371295141773397,0.0176776695296637,0.0275915593013354,0.00900772969664392,0.023103297750981,0.0138886209782596,0.0316373724000015,0.016881394379732,0.0380703125370737,0.00952380952380952
94,0.63,75,0.0316873840853458,0.0111381123164777,0.0246892552432195,0.00795753728647612,0.0375329673940965,0.0105263157894737,0.0195824174804892,0.00795753728647612,0.0325903288367305,0.0146729737566465,0.0286082792897163,0.00790130027385085,0.0322309727695153,0.00790130027385085
94,0.63,400,0.00670033919819587,0.00759135546327478,0.00516995498684651,0.00600267779157579,0.00418788681489407,0.0062111801242236,0.00311326484243811,0.00363113376848821,0.00404960291862684,0.00510310363079829,0.00787742550134973,0.0069240601051261,0.00705326364679215,0.00983731087805694
94,0.63,200,0.0133730104246579,0.00708574316728224,0.0100057771674444,0.00591715976331361,0.0108108108108109,0.00810040397960248,0.00935223259682537,0,0.0137833444967926,0.00558977692637587,0.012027651098297,0.0090386108381772,0.0133612790217293,0.00591715976331361
94,0.63,300,0.00959425907743385,0.00615996688016471,0.00499713233906156,0,0.0102297280936361,0.00788005850005217,0.0067799044649273,0.004149377593361,0.0107095663932549,0.00568704224223126,0.0051110125199995,0.00390666729937319,0.00915844354954844,0.0062861120644113
94,0.63,50,0.0672419552836146,0.0111691265276834,0.0381230351194292,0.0126269068069026,0.077660366573054,0.0126269068069026,0.0669076676032384,0,0.0598170592752207,0.0133333333333333,0.0252538136138052,0,0.04225402223183,0.010027210661434
94,0.71,100,0.0339295969310298,0.00970873786407767,0.0151801299364992,0,0.0279488846318793,0.00970873786407767,0.0324728512243439,0,0.0275304282093331,0.00970873786407767,0.0282555166254423,0.00970873786407767,0.0425682979913242,0.00970873786407767
94,0.71,75,0.0479577240573409,0.0134629120178363,0.0340176341567011,0.0105538325550231,0.0520729254799217,0.0166870744589537,0.0236655950510487,0,0.0453062761645012,0.0166870744589537,0.0462975262262437,0.010633184679497,0.0502707647132084,0.010633184679497
94,0.71,400,0.00854060526158066,0.00753778361444409,0.00734784456345704,0.00508197267613589,0.0051212529551328,0.00319957819541424,0.00837496787545821,0.00968639426282942,0.0114400226118922,0.0115886807127109,0.00581456458093697,0.00253810213110078,0.00654155307457065,0.00521339669505784
94,0.71,200,0.0102945555291808,0.00912680807142771,0.00828941218836652,0.00577230025458406,0.012966130132255,0.0109232551868854,0.00613914116724152,0.00459151535420901,0.0123393204406004,0.00839736379962864,0.0103811757379149,0.0093713204395825,0.00613914116724152,0.00912680807142771
94,0.71,300,0.00925378761351709,0.00633876936769441,0.0056169706211361,0.00324538167997067,0.00815002819603619,0.00497715749301402,0.00718880519110933,0.00502043712338805,0.00607610376125806,0.00646262421242714,0.0117533219364089,0.00661266334048462,0.00899883096084655,0.00502043712338805
94,0.71,50,0.0534193895447596,0.0138125638829526,0.0600398349843986,0,0.0403929026849162,0.0180048280594658,0.0481956081381312,0.0125151642687885,0.0612153071796065,0.00976448898471524,0.0574788455030197,0.0151934281365691,0.0378410883406703,0.0125151642687885
